Cargo,Personal Planta Contrato Plazo Fijo,Personal Planta Contrato Plazo Indefinido,Mes,Ano,Empresa
Jefes de Turno,0,2,3,2020,Data Mussel
Supervisores Produccion,1,7,3,2020,Data Mussel
Supervisores Calidad,0,2,3,2020,Data Mussel
Monitores Calidad,7,2,3,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,18,3,2020,Data Mussel
Tesorero,0,0,3,2020,Data Mussel
Asistente Contabilidad,0,2,3,2020,Data Mussel
Jefe RRHH,0,1,3,2020,Data Mussel
Jefe de Adquisicion,0,2,3,2020,Data Mussel
Prevencion de Riesgo,1,0,3,2020,Data Mussel
Control de Gestion,2,9,3,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,5,35,3,2020,Data Mussel
Operarios directos (produccion),30,58,4,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,18,4,2020,Data Mussel
Jefes de Turno,0,2,4,2020,Data Mussel
Supervisores Produccion,0,6,4,2020,Data Mussel
Supervisores Calidad,0,1,4,2020,Data Mussel
Monitores Calidad,2,2,4,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0,14,4,2020,Data Mussel
Tesorero,0,0,4,2020,Data Mussel
Asistente Contabilidad,0,2,4,2020,Data Mussel
Jefe RRHH,0,1,4,2020,Data Mussel
Jefe de Adquisicion,0,2,4,2020,Data Mussel
Prevencion de Riesgo,1,0,4,2020,Data Mussel
Control de Gestion,2,10,4,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,2,32,4,2020,Data Mussel
Operarios directos (produccion),111,38,5,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,18,5,2020,Data Mussel
Jefes de Turno,0,2,5,2020,Data Mussel
Supervisores Produccion,0,6,5,2020,Data Mussel
Supervisores Calidad,0,1,5,2020,Data Mussel
Monitores Calidad,2,2,5,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0,17,5,2020,Data Mussel
Tesorero,0,0,5,2020,Data Mussel
Asistente Contabilidad,0,2,5,2020,Data Mussel
Jefe RRHH,0,1,5,2020,Data Mussel
Jefe de Adquisicion,0,2,5,2020,Data Mussel
Prevencion de Riesgo,0,1,5,2020,Data Mussel
Control de Gestion,2,10,5,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,2,50,5,2020,Data Mussel
Operarios directos (produccion),78.63,78.97,6,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,11,6,2020,Data Mussel
Jefes de Turno,0,0,6,2020,Data Mussel
Supervisores Produccion,0,17,6,2020,Data Mussel
Supervisores Calidad,0,0,6,2020,Data Mussel
Monitores Calidad,0,29.33,6,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0,16.7,6,2020,Data Mussel
Tesorero,0,0,6,2020,Data Mussel
Asistente Contabilidad,0,0,6,2020,Data Mussel
Jefe RRHH,0,0,6,2020,Data Mussel
Jefe de Adquisicion,0,0,6,2020,Data Mussel
Prevencion de Riesgo,0,0,6,2020,Data Mussel
Control de Gestion,0,0,6,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,0,23,6,2020,Data Mussel
Operarios directos (produccion),128.9863,61.0137,7,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,10.26,7,2020,Data Mussel
Jefes de Turno,0,0,7,2020,Data Mussel
Supervisores Produccion,0,17.16,7,2020,Data Mussel
Supervisores Calidad,0,0,7,2020,Data Mussel
Monitores Calidad,0,29.633,7,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0,16.9333,7,2020,Data Mussel
Tesorero,0,0,7,2020,Data Mussel
Asistente Contabilidad,0,0,7,2020,Data Mussel
Jefe RRHH,0,0,7,2020,Data Mussel
Jefe de Adquisicion,0,0,7,2020,Data Mussel
Prevencion de Riesgo,0,0,7,2020,Data Mussel
Control de Gestion,0,0,7,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,0,23,7,2020,Data Mussel
Operarios directos (produccion),156,76.99,8,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",4,6,8,2020,Data Mussel
Jefes de Turno,0,25.533,8,2020,Data Mussel
Supervisores Produccion,0,0,8,2020,Data Mussel
Supervisores Calidad,0,0,8,2020,Data Mussel
Monitores Calidad,5,14,8,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,15.6033,8,2020,Data Mussel
Tesorero,0,0,8,2020,Data Mussel
Asistente Contabilidad,0,0,8,2020,Data Mussel
Jefe RRHH,0,0,8,2020,Data Mussel
Jefe de Adquisicion,0,0,8,2020,Data Mussel
Prevencion de Riesgo,0,0,8,2020,Data Mussel
Control de Gestion,0,0,8,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,2,21,8,2020,Data Mussel
Operarios directos (produccion),0,70.54,9,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,6.23,9,2020,Data Mussel
Jefes de Turno,0,0,9,2020,Data Mussel
Supervisores Produccion,0,21.44,9,2020,Data Mussel
Supervisores Calidad,0,0,9,2020,Data Mussel
Monitores Calidad,0,12.76,9,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0,20.6033,9,2020,Data Mussel
Tesorero,0,0,9,2020,Data Mussel
Asistente Contabilidad,0,0,9,2020,Data Mussel
Jefe RRHH,0,0,9,2020,Data Mussel
Jefe de Adquisicion,0,0,9,2020,Data Mussel
Prevencion de Riesgo,0,0,9,2020,Data Mussel
Control de Gestion,0,0,9,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,0,13,9,2020,Data Mussel
Operarios directos (produccion),88,59,11,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,6,11,2020,Data Mussel
Jefes de Turno,0,0,11,2020,Data Mussel
Supervisores Produccion,2,24.89,11,2020,Data Mussel
Supervisores Calidad,0,0,11,2020,Data Mussel
Monitores Calidad,1,15.9,11,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,17.6033,11,2020,Data Mussel
Tesorero,0,0,11,2020,Data Mussel
Asistente Contabilidad,0,0,11,2020,Data Mussel
Jefe RRHH,0,0,11,2020,Data Mussel
Jefe de Adquisicion,0,0,11,2020,Data Mussel
Prevencion de Riesgo,0,0,11,2020,Data Mussel
Control de Gestion,0,0,11,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,1,20,11,2020,Data Mussel
Operarios directos (produccion),88,125,12,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,9,12,2020,Data Mussel
Jefes de Turno,0,0,12,2020,Data Mussel
Supervisores Produccion,2,32.89,12,2020,Data Mussel
Supervisores Calidad,0,0,12,2020,Data Mussel
Monitores Calidad,1,18.9,12,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,16.6033,12,2020,Data Mussel
Tesorero,0,0,12,2020,Data Mussel
Asistente Contabilidad,0,0,12,2020,Data Mussel
Jefe RRHH,0,0,12,2020,Data Mussel
Jefe de Adquisicion,0,0,12,2020,Data Mussel
Prevencion de Riesgo,0,0,12,2020,Data Mussel
Control de Gestion,0,0,12,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,1,21,12,2020,Data Mussel
