Indicador,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
rechazo propio,0.113303834,0,0,7,2020,Blue Shell
rechazo terceros,0.091549503,0,0,7,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,2391040,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,2120126,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,7,2020,Blue Shell
Unidades por kilo mmpp propia*,79,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,3394830,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,7,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,3084035,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,7,2020,Blue Shell
Unidades por kilo mmpp terceros*,72,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,7,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,2391040,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,2120126,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,7,2020,Blue Shell
Unidades por kilo mmpp propia*,79,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,3394830,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,3084035,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,7,2020,Blue Shell
Unidades por kilo mmpp terceros*,72,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,0,0,8,2020,Blue Shell
Unidades por kilo mmpp propia*,0,0,0,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,0,0,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,0,0,8,2020,Blue Shell
rechazo propio,0,0,0,8,2020,Blue Shell
rechazo terceros,0,0,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,0,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,0,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390,0,0,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488,0,0,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74,0,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050,0,0,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427,0,0,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77,0,0,8,2020,Blue Shell
rechazo propio,0.121324571,0,0,8,2020,Blue Shell
rechazo terceros,0.107574521,0,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,0,0,9,2020,Blue Shell
Unidades por kilo mmpp propia*,0,0,0,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,0,0,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,0,0,9,2020,Blue Shell
rechazo propio,0,0,0,9,2020,Blue Shell
rechazo terceros,0,0,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,0,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,0,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600,0,0,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895,0,0,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67,0,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990,0,0,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441,0,0,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76,0,0,9,2020,Blue Shell
rechazo propio,0.101197458,0,0,9,2020,Blue Shell
rechazo terceros,0.095075384,0,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,0,0,10,2020,Blue Shell
Unidades por kilo mmpp propia*,0,0,0,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,0,0,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,0,0,10,2020,Blue Shell
rechazo propio,0,0,0,10,2020,Blue Shell
rechazo terceros,0,0,0,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,0,0,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,0,0,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,10,2020,Blue Shell
Unidades por kilo mmpp propia*,0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,10,2020,Blue Shell
rechazo propio,0,0,0,10,2020,Blue Shell
rechazo terceros,0,0,0,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,10,2020,Blue Shell
Unidades por kilo mmpp propia*,0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,0,0,11,2020,Blue Shell
Unidades por kilo mmpp propia*,0,0,0,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,0,0,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,0,0,11,2020,Blue Shell
rechazo propio,0,0,0,11,2020,Blue Shell
rechazo terceros,0,0,0,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,0,0,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,0,0,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,552250,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,511011,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,11,2020,Blue Shell
Unidades por kilo mmpp propia*,72,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1567070,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1397393,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,65,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,11,2020,Blue Shell
rechazo propio,0.074674513,0,0,11,2020,Blue Shell
rechazo terceros,0.108276593,0,0,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,552250,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,511011,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,11,2020,Blue Shell
Unidades por kilo mmpp propia*,72,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1567070,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1397393,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,65,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,0,0,12,2020,Blue Shell
Unidades por kilo mmpp propia*,0,0,0,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,0,0,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,0,0,12,2020,Blue Shell
rechazo propio,0,0,0,12,2020,Blue Shell
rechazo terceros,0,0,0,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,0,0,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,0,0,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,12,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,12,2020,Blue Shell
Unidades por kilo mmpp propia*,0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1125510,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,12,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1028066,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,12,2020,Blue Shell
Unidades por kilo mmpp propia*,64,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,958490,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,841429,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,66,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,12,2020,Blue Shell
rechazo propio,0.08657764,0,0,12,2020,Blue Shell
rechazo terceros,0.122130643,0,0,12,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1336630,0,0,1,2020,Data Mussel
Unidades por kilo mmpp propia*,73.4,0,0,1,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2785024,0,0,1,2020,Data Mussel
Unidades por kilo mmpp terceros*,71.04,0,0,1,2020,Data Mussel
rechazo propio,0.129356053,0,0,1,2020,Data Mussel
rechazo terceros,0.110755771,0,0,1,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1535220,0,0,1,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3131900,0,0,1,2020,Data Mussel
rechazo terceros,0.110755771,0,0,1,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1535220,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,1,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1336630,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,1,2020,Data Mussel
Unidades por kilo mmpp propia*,73.4,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,1,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3131900,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,1,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2785024,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,1,2020,Data Mussel
Unidades por kilo mmpp terceros*,71.04,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,1,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1535220,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,1,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1336630,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,1,2020,Data Mussel
Unidades por kilo mmpp propia*,73.4,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,1,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3131900,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,1,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2785024,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,1,2020,Data Mussel
Unidades por kilo mmpp terceros*,71.04,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,1,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1571085,0,0,2,2020,Data Mussel
Unidades por kilo mmpp propia*,70.5,0,0,2,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2551733,0,0,2,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.22,0,0,2,2020,Data Mussel
rechazo propio,0.115798271,0,0,2,2020,Data Mussel
rechazo terceros,0.101240116,0,0,2,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1776840,0,0,2,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2839171,0,0,2,2020,Data Mussel
rechazo propio,0.115798271,0,0,2,2020,Data Mussel
rechazo terceros,0.101240116,0,0,2,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1776840,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,2,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1571085,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,2,2020,Data Mussel
Unidades por kilo mmpp propia*,70.5,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,2,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2839171,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,2,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2551733,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,2,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.22,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,2,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1776840,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,2,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1571085,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,2,2020,Data Mussel
Unidades por kilo mmpp propia*,70.5,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,2,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2839171,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,2,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2551733,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,2,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.22,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,2,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1035531,0,0,3,2020,Data Mussel
Unidades por kilo mmpp propia*,70.22,0,0,3,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2662740,0,0,3,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.43,0,0,3,2020,Data Mussel
rechazo propio,0.113498729,0,0,3,2020,Data Mussel
rechazo terceros,0.10733628,0,0,3,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1168110,0,0,3,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2982915,0,0,3,2020,Data Mussel
rechazo propio,0.113498729,0,0,3,2020,Data Mussel
rechazo terceros,0.10733628,0,0,3,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1168110,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,3,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1035531,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,3,2020,Data Mussel
Unidades por kilo mmpp propia*,70.22,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,3,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2982915,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,3,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2662740,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,3,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.43,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,3,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1168110,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,3,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1035531,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,3,2020,Data Mussel
Unidades por kilo mmpp propia*,70.22,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,3,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2982915,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,3,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2662740,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,3,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.43,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,3,2020,Data Mussel
Ingreso Materia Prima Neta Propia,623326,0,0,4,2020,Data Mussel
Unidades por kilo mmpp propia*,74.46,0,0,4,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1334607,0,0,4,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.39,0,0,4,2020,Data Mussel
rechazo propio,0.128946339,0,0,4,2020,Data Mussel
rechazo terceros,0.106730608,0,0,4,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,715600,0,0,4,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1494070,0,0,4,2020,Data Mussel
rechazo propio,0.128946339,0,0,4,2020,Data Mussel
rechazo terceros,0.106730608,0,0,4,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,715600,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,4,2020,Data Mussel
Ingreso Materia Prima Neta Propia,623326,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,4,2020,Data Mussel
Unidades por kilo mmpp propia*,74.46,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,4,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1494070,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,4,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1334607,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,4,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.39,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,4,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,715600,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,4,2020,Data Mussel
Ingreso Materia Prima Neta Propia,623326,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,4,2020,Data Mussel
Unidades por kilo mmpp propia*,74.46,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,4,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1494070,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,4,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1334607,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,4,2020,Data Mussel
Unidades por kilo mmpp terceros*,72.39,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,4,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,5,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,5,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,5,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,5,2020,Data Mussel
rechazo propio,0,0,0,5,2020,Data Mussel
rechazo terceros,0,0,0,5,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1487264,0,0,5,2020,Data Mussel
Unidades por kilo mmpp propia*,72,0,0,5,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2492410,0,0,5,2020,Data Mussel
Unidades por kilo mmpp terceros*,70.4,0,0,5,2020,Data Mussel
rechazo propio,0.14868519,0,0,5,2020,Data Mussel
rechazo terceros,0.098077034,0,0,5,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1747020,0,0,5,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2763440,0,0,5,2020,Data Mussel
rechazo terceros,0.098077034,0,0,5,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1747020,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,5,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1487264,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,5,2020,Data Mussel
Unidades por kilo mmpp propia*,72,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,5,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2763440,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,5,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2492410,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,5,2020,Data Mussel
Unidades por kilo mmpp terceros*,70.4,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,5,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1747020,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,5,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1487264,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,5,2020,Data Mussel
Unidades por kilo mmpp propia*,72,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,5,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2763440,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,5,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,2492410,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,5,2020,Data Mussel
Unidades por kilo mmpp terceros*,70.4,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,5,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,6,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,6,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,6,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,6,2020,Data Mussel
rechazo propio,0,0,0,6,2020,Data Mussel
rechazo terceros,0,0,0,6,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1619426,0,0,6,2020,Data Mussel
Unidades por kilo mmpp propia*,75,0,0,6,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3046863,0,0,6,2020,Data Mussel
Unidades por kilo mmpp terceros*,71,0,0,6,2020,Data Mussel
rechazo propio,0.132,0,0,6,2020,Data Mussel
rechazo terceros,0.101,0,0,6,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1866550,0,0,6,2020,Data Mussel
